1DFFTWR 257
1DFFTWR 4093
1DFFTWR 1021
1DFFTWR 65521
1DFFTWR 262139
1DFFTWR 16381
2DMKLC 257
2DMKLC 4093
2DMKLC 1021
2DMKLC 65521
2DMKLC 262139
2DMKLC 16381
3DFFTWC 257
3DFFTWC 4093
3DFFTWC 1021
3DFFTWC 65521
3DFFTWC 262139
3DFFTWC 16381
2DFFTWR 257
2DFFTWR 4093
2DFFTWR 1021
2DFFTWR 65521
2DFFTWR 262139
2DFFTWR 16381
1DMKLR 257
1DMKLR 4093
1DMKLR 1021
1DMKLR 65521
1DMKLR 262139
1DMKLR 16381
3DMKLC 257
3DMKLC 4093
3DMKLC 1021
3DMKLC 65521
3DMKLC 262139
3DMKLC 16381
1DGSLR 257
1DGSLR 4093
1DGSLR 1021
1DGSLR 65521
1DGSLR 262139
1DGSLR 16381
1DFFTPACKR 257
1DFFTPACKR 4093
1DFFTPACKR 1021
1DFFTPACKR 65521
1DFFTPACKR 262139
1DFFTPACKR 16381
1DFFTWC 257
1DFFTWC 4093
1DFFTWC 1021
1DFFTWC 65521
1DFFTWC 262139
1DFFTWC 16381
2DMKLR 257
2DMKLR 4093
2DMKLR 1021
2DMKLR 65521
2DMKLR 262139
2DMKLR 16381
3DFFTWR 257
3DFFTWR 4093
3DFFTWR 1021
3DFFTWR 65521
3DFFTWR 262139
3DFFTWR 16381
1DMKLC 257
1DMKLC 4093
1DMKLC 1021
1DMKLC 65521
1DMKLC 262139
1DMKLC 16381
2DFFTWC 257
2DFFTWC 4093
2DFFTWC 1021
2DFFTWC 65521
2DFFTWC 262139
2DFFTWC 16381
1DGSLC 257
1DGSLC 4093
1DGSLC 1021
1DGSLC 65521
1DGSLC 262139
1DGSLC 16381
3DMKLR 257
3DMKLR 4093
3DMKLR 1021
3DMKLR 65521
3DMKLR 262139
3DMKLR 16381
1DFFTPACKC 257
1DFFTPACKC 4093
1DFFTPACKC 1021
1DFFTPACKC 65521
1DFFTPACKC 262139
1DFFTPACKC 16381
# N 1DFFTPACKC 1DFFTPACKR 1DFFTWC 1DFFTWR 1DGSLC 1DGSLR 1DMKLC 1DMKLR 2DFFTWC 2DFFTWR 2DMKLC 2DMKLR 3DFFTWC 3DFFTWR 3DMKLC 3DMKLR 
257 1.40295e-05 0.0001048622 1.54322e-05 1.27879e-05 1.53476e-05 0.0001566943 1.49008e-05 4.13152e-05 1.46956e-05 1.39924e-05 1.02867e-05 1.61999e-05 1.39679e-05 1.54818e-05 9.6167e-06 4.25602e-05 
1021 9.96395e-05 0.0009212178 6.5294e-05 5.7575e-05 6.09667e-05 0.001779621 8.89091e-05 7.49023e-05 6.35527e-05 6.19643e-05 2.90788e-05 4.68051e-05 6.61678e-05 6.76025e-05 2.97961e-05 0.0001177799 
4093 0.0004365487 0.01425346 0.0003260699 0.0003313298 0.0004042786 0.02791561 0.0003775154 0.0002715755 0.0003250445 0.0003323332 0.0001397909 0.0002025922 0.000330005 0.0003413561 0.0001419477 0.0004460553 
16381 0.002410703 0.2198574 0.002211808 0.00104052 0.002303477 0.4449663 0.002332944 0.00110099 0.00235553 0.002211405 0.0006371211 0.0008915298 0.002362252 0.002256238 0.0006630612 0.001938746 
65521 0.008675646 3.487541 0.009226765 0.008757283 0.008635668 7.040886 0.009000429 0.00430367 0.009419426 0.008993902 0.00297463 0.004085533 0.009461989 0.00929997 0.00302991 0.00800505 
262139 0.0394661833333 56.2364333333 0.0415241333333 0.0477569714286 0.0399342 112.719333333 0.0383830166667 0.0169707833333 0.0423718333333 0.0413473 0.01469925 0.0190227333333 0.0425336166667 0.0414688 0.01480685 0.0337133 
